eno,fno,capacite_etablissement,effectif_total,dont_effectif_candidates,total_candidats_phase_principale,neo_generaux_principal,neo_generaux_boursier_principal,neo_technologiques_principal,neo_technologiques_boursiers_principal,neo_professionnels_principal,neo_professionnels_boursiers_principal,autre_candidats_principal,total_candidats_complementaire,neo_generaux_complementaire,neo_technologique_complementaire,neo_professionnels_complementaire,autre_candidats_complementaires,total_candidats_admis,dont_candidates_admises,admis_principal,admis_complementaire,admis_proposition_principale,neo_admis,neo_boursiers_admis,neo_admis_generaux,neo_admis_technologiques,neo_admis_professionnels,admis_autres
0710023P,8628,15,141,32,115,8,1,34,6,36,13,37,26,1,9,4,12,14,1,11,3,2.0,11,2,0,4,7,3
0542493S,26957,40,388,221,331,175,54,11,5,1,0,144,57,18,3,0,36,39,21,18,20,0.0,19,6,15,4,0,20
0450094H,5680,28,246,81,236,22,1,59,17,35,7,120,10,1,0,1,8,17,8,17,0,8.0,15,6,1,9,5,2
0250067M,3502,24,422,239,422,34,11,71,36,99,53,218,0,0,0,0,0,21,14,21,0,1.0,11,4,1,5,5,10
0312061X,4206,30,546,313,546,230,61,78,15,68,16,170,0,0,0,0,0,30,16,30,0,10.0,26,5,19,3,4,4
0691678Z,8333,18,168,65,161,36,3,30,4,14,1,81,7,0,5,0,2,14,4,14,0,1.0,7,0,2,4,1,7
0920135X,10990,32,564,304,564,20,5,153,50,205,98,186,0,0,0,0,0,30,14,28,0,5.0,14,3,3,8,3,16
0673021V,8052,40,133,90,99,36,10,8,2,5,3,50,34,2,0,1,31,30,22,23,7,7.0,8,7,4,2,2,22
0630020E,7560,35,672,294,668,212,53,163,60,13,8,280,4,0,0,0,4,34,14,33,1,2.0,25,7,13,11,1,9
0751717J,15097,105,1390,1015,1390,917,201,59,24,13,4,401,0,0,0,0,0,102,71,101,0,12.0,74,19,73,1,0,28
0350710G,31624,25,1657,807,1657,1489,94,0,0,0,0,168,0,0,0,0,0,25,19,25,0,2.0,25,2,25,0,0,0
0251215K,27295,18,333,174,319,241,39,3,0,2,1,73,14,2,1,0,11,15,12,13,2,1.0,11,1,11,0,0,4
0922663V,31742,20,340,172,334,268,4,30,1,2,1,34,6,0,0,1,5,20,9,18,2,3.0,15,0,11,4,0,5
0590343C,30927,12,134,80,134,0,0,0,0,0,0,134,0,0,0,0,0,12,8,12,0,5.0,0,0,0,0,0,12
0560085N,30922,0,32,12,27,4,0,9,2,7,1,7,5,0,3,0,2,0,0,0,0,0.0,0,0,0,0,0,0
0771880A,30632,15,99,67,66,5,1,7,2,31,18,23,33,0,5,10,18,10,5,7,3,7.0,8,1,0,0,8,2
0597065J,29179,70,2483,1701,2483,1788,339,51,21,15,8,629,0,0,0,0,0,69,49,69,0,24.0,59,12,57,1,1,10
0450042B,19834,24,260,22,260,27,6,100,25,49,11,84,0,0,0,0,0,23,1,23,0,1.0,17,4,4,10,3,6
0120006S,2482,6,28,4,26,0,0,1,0,13,7,12,2,0,0,0,2,4,1,2,2,2.0,2,2,0,0,2,2
0660010C,7845,48,646,249,633,427,80,2,1,0,0,204,13,4,0,1,8,31,12,31,0,13.0,22,4,22,0,0,9
0350092K,33015,43,225,15,225,50,1,24,2,32,5,119,0,0,0,0,0,42,4,42,0,13.0,19,3,8,7,4,23
0850151C,10515,32,413,231,357,67,9,75,18,28,2,187,56,13,12,6,25,28,21,20,8,3.0,21,6,9,10,2,7
0870730W,28271,30,655,315,627,64,12,229,76,200,98,134,28,11,1,0,16,29,9,23,6,1.0,22,8,4,8,10,7
0440984F,20518,30,176,122,96,71,2,3,1,0,0,22,80,17,6,1,56,13,9,11,2,4.0,10,0,10,0,0,3
0597065J,28601,60,332,77,196,31,10,104,37,1,0,60,136,18,21,2,95,37,10,19,18,12.0,17,6,2,15,0,20
0132276D,28581,12,78,1,76,1,0,1,0,54,29,20,2,0,0,0,2,8,0,8,0,0.0,8,3,0,0,8,0
0383546Y,5052,15,67,55,67,26,17,7,4,3,2,31,0,0,0,0,0,16,15,16,0,7.0,8,7,7,1,0,8
9730001N,11849,24,92,71,81,68,31,1,0,2,1,10,11,2,0,6,3,21,16,21,0,12.0,21,8,21,0,0,0
9720832X,15950,350,727,340,616,346,110,136,67,22,16,112,111,20,16,13,62,149,65,104,45,60.0,92,42,58,23,11,57
0772347H,25436,24,199,126,161,65,12,43,15,9,4,44,38,0,19,0,19,26,16,22,2,14.0,23,4,12,11,0,3
0333357V,4344,76,1029,303,1029,566,50,249,36,16,2,198,0,0,0,0,0,74,22,74,0,40.0,59,8,39,20,0,15
0331591A,4362,33,624,550,620,95,25,162,38,170,60,193,4,0,1,2,1,28,26,28,0,3.0,26,7,8,11,7,2
0360737F,23264,27,3746,3117,3746,513,85,932,212,315,111,1986,0,0,0,0,0,26,23,26,0,0.0,11,3,2,7,2,15
0751717J,22938,1500,3028,2173,1154,408,108,70,23,13,6,663,1874,541,117,27,1189,1452,1046,436,1012,433.0,425,138,321,82,22,1027
0590345E,24653,96,1534,280,1534,1358,39,27,3,0,0,149,0,0,0,0,0,96,28,96,0,95.0,95,0,95,0,0,1
0922663V,26011,450,5165,2260,5165,4708,97,109,9,1,0,347,0,0,0,0,0,537,264,537,0,331.0,496,9,493,3,0,41
0891200W,19750,9,75,17,61,2,0,10,1,16,9,33,14,2,4,5,3,8,0,5,3,2.0,8,4,0,1,7,0
0062205P,22669,60,288,215,238,131,30,13,4,8,3,86,50,8,2,2,38,54,40,36,18,6.0,26,5,21,4,1,28
0241279K,3447,56,396,265,387,203,26,81,22,14,5,89,9,0,6,0,3,40,21,38,2,14.0,33,4,22,10,1,7
0440984F,13850,440,5308,1799,5308,3714,472,549,106,70,23,975,0,0,0,0,0,442,136,442,0,155.0,428,62,383,41,4,14
0751875F,13695,37,682,399,682,546,109,0,0,0,0,136,0,0,0,0,0,40,27,40,0,16.0,39,5,39,0,0,1
0620040G,7337,35,449,213,449,74,16,118,47,49,23,208,0,0,0,0,0,33,20,33,0,6.0,22,8,6,13,3,11
0130161E,2620,24,323,227,312,18,4,108,54,113,59,73,11,2,0,0,9,23,18,23,0,6.0,15,9,1,7,7,8
0801344B,28679,175,566,472,378,259,66,17,6,3,1,99,188,28,13,14,133,121,102,63,58,26.0,64,14,56,5,3,57
0060013G,2193,24,1114,621,1114,359,70,325,90,154,66,276,0,0,0,0,0,26,12,26,0,2.0,19,8,8,7,4,7
0500017X,5992,19,198,35,194,14,1,42,3,20,8,118,4,0,1,0,3,14,2,11,3,3.0,10,3,2,5,3,4
0860039A,19864,15,396,342,396,66,17,41,10,191,51,98,0,0,0,0,0,13,12,13,0,8.0,11,3,0,2,9,2
0752792C,26114,100,1739,856,1715,1474,76,97,7,5,2,139,24,13,2,0,9,33,14,29,4,29.0,29,0,19,9,1,4
0750669V,9004,96,808,600,808,710,116,3,2,2,1,93,0,0,0,0,0,97,79,97,0,92.0,84,10,84,0,0,13
0570099Y,6558,15,141,6,123,3,0,26,5,52,17,42,18,0,7,2,9,8,0,7,1,1.0,8,1,0,3,5,0
0592940A,31456,48,1110,461,1104,1018,33,1,0,0,0,85,6,4,0,0,2,36,10,36,0,4.0,36,0,36,0,0,0
0542390E,6381,35,297,122,262,30,6,36,6,67,21,129,35,2,6,11,16,18,10,16,2,5.0,15,2,4,3,8,3
9840267T,30770,17,136,53,136,17,9,58,43,54,43,7,0,0,0,0,0,17,9,17,0,9.0,15,11,0,7,8,2
0750654D,31581,24,2878,1454,2878,2569,230,1,0,3,1,305,0,0,0,0,0,23,16,23,0,5.0,23,4,23,0,0,0
0590258K,6864,35,832,568,832,56,22,242,118,290,175,244,0,0,0,0,0,33,28,33,0,8.0,23,12,3,6,14,10
9741182S,11958,15,105,12,97,2,1,37,16,37,16,21,8,0,0,3,5,9,1,8,1,2.0,6,3,0,2,4,3
9730429D,11869,170,425,299,336,237,106,42,22,22,14,35,89,20,9,15,45,123,90,80,43,37.0,85,48,64,12,9,38
0921204J,20897,100,388,252,343,78,15,8,2,1,0,256,45,3,0,1,41,98,65,78,20,29.0,11,2,10,1,0,87
0912418J,28865,25,484,312,484,365,30,1,0,0,0,118,0,0,0,0,0,24,20,24,0,9.0,20,2,20,0,0,4
0912409Z,27922,30,1057,674,1057,597,110,6,1,1,0,453,0,0,0,0,0,26,12,26,0,0.0,19,10,18,1,0,7
0060673Z,19600,36,376,252,366,303,24,1,1,0,0,62,10,4,0,0,6,33,25,33,0,5.0,32,2,32,0,0,1
0490003M,5834,67,1290,157,1280,221,37,303,69,225,71,531,10,0,0,0,10,60,5,59,1,8.0,47,9,8,17,22,13
0211986V,25394,8,209,25,201,20,4,84,16,47,16,50,8,0,0,7,1,5,0,5,0,1.0,5,0,1,4,0,0
0391146J,5183,40,205,133,183,9,5,30,6,32,12,112,22,2,9,5,6,5,3,4,1,1.0,5,1,1,2,2,0
0622238W,7439,52,779,52,696,329,53,211,63,19,6,137,83,18,16,1,48,52,2,48,4,23.0,43,7,14,26,3,9
0330126H,4317,35,520,266,517,84,20,170,57,125,55,138,3,0,0,2,1,33,13,33,0,7.0,26,8,2,14,10,7
0671860H,28049,35,2300,2223,2300,687,70,44,15,7,4,1562,0,0,0,0,0,35,35,35,0,9.0,23,1,23,0,0,12
0594424N,7127,35,1297,629,1214,129,36,338,162,353,196,394,83,11,17,20,35,25,8,19,4,2.0,23,13,2,6,15,2
0442085C,24328,30,169,83,166,95,13,25,0,12,3,34,3,0,0,0,3,25,14,24,1,9.0,17,1,9,6,2,8
0692517L,8542,35,1110,681,1110,109,38,385,194,221,131,395,0,0,0,0,0,33,24,33,0,1.0,29,16,6,11,12,4
0062205P,27495,70,1159,524,1135,643,121,30,9,3,1,459,24,6,2,0,16,67,36,56,11,1.0,35,9,33,2,0,32
0530081A,6221,32,456,309,434,106,16,178,39,90,27,60,22,6,3,3,10,26,18,21,5,2.0,24,3,8,11,5,2
0383546Y,31732,5,387,231,387,186,32,7,2,1,0,193,0,0,0,0,0,4,3,4,0,0.0,1,0,1,0,0,3
0690274Y,8276,28,1762,1426,1762,750,103,323,77,19,8,670,0,0,0,0,0,28,22,28,0,3.0,19,10,7,12,0,9
0781578S,9974,70,752,556,722,99,25,151,50,161,83,311,30,8,0,0,22,66,47,65,0,13.0,52,17,10,24,18,14
0761904G,12270,150,531,466,367,232,45,25,9,2,0,108,164,36,15,5,108,114,97,60,54,58.0,61,12,46,11,4,53
0541205S,6300,42,266,61,216,98,14,55,7,8,6,55,50,8,3,6,33,27,7,22,5,20.0,19,3,10,9,0,8
0931238R,11248,170,1528,484,1438,1102,330,17,11,5,3,314,90,30,3,0,57,155,44,114,40,0.0,90,31,86,4,0,65
9760338N,25321,25,1037,807,1037,239,150,267,172,219,124,312,0,0,0,0,0,25,22,25,0,8.0,22,11,3,10,9,3
0840940R,16156,16,114,6,92,7,0,15,2,38,12,32,22,4,6,2,10,13,0,12,1,7.0,11,0,1,4,6,2
0160048R,24385,12,27,5,24,0,0,1,1,19,7,4,3,0,0,2,1,6,1,5,1,4.0,6,2,0,0,6,0
0941111X,21476,22,567,88,567,151,18,146,19,65,13,205,0,0,0,0,0,21,6,21,0,16.0,11,1,4,7,0,10
0932326Y,11360,40,509,93,440,203,50,111,29,3,0,123,69,0,38,0,31,25,5,23,2,1.0,17,5,10,7,0,8
0142132S,2927,36,291,147,291,0,0,89,15,133,27,69,0,0,0,0,0,36,18,36,0,15.0,24,8,0,12,12,12
0030878N,23104,94,3702,3062,3702,758,134,792,183,314,110,1838,0,0,0,0,0,94,86,94,0,6.0,68,13,21,47,0,26
0831616F,22027,3,52,3,52,7,0,23,5,8,3,14,0,0,0,0,0,3,0,3,0,1.0,3,1,0,3,0,0
0311384L,32531,36,457,328,457,294,38,30,10,6,3,127,0,0,0,0,0,36,28,36,0,3.0,26,2,26,0,0,10
0592926K,6906,25,253,117,195,57,15,50,13,12,2,76,58,5,12,4,37,22,12,12,10,2.0,12,2,7,5,0,10
0771246L,9835,24,83,52,73,58,3,1,0,0,0,14,10,8,0,0,2,10,7,8,2,2.0,9,1,9,0,0,1
0300041G,19380,12,57,39,57,2,1,0,0,32,15,23,0,0,0,0,0,9,6,9,0,4.0,8,5,0,0,8,1
0770942F,9825,35,330,172,309,16,4,69,22,60,27,164,21,5,0,0,16,35,24,34,0,12.0,23,6,1,11,11,12
0381629P,20786,800,78,48,65,0,0,12,1,28,7,25,13,0,0,4,9,12,9,9,3,9.0,3,2,0,1,2,9
0420976H,5314,24,177,19,151,19,4,76,19,14,10,42,26,4,5,3,14,16,0,11,5,2.0,10,4,4,5,1,6
0751718K,31092,4,259,204,259,176,31,26,9,2,0,55,0,0,0,0,0,4,3,4,0,3.0,4,0,4,0,0,0
0141408E,2867,220,1430,841,1306,833,146,187,59,27,13,259,124,25,12,4,83,199,111,155,44,14.0,139,46,108,27,4,60
0741586X,23598,12,151,66,121,103,5,4,0,2,1,12,30,2,1,1,26,12,6,10,2,2.0,9,2,8,0,1,3
0611269Y,26256,20,161,120,161,49,5,15,2,1,0,96,0,0,0,0,0,20,12,20,0,3.0,9,1,8,1,0,11
0171463Y,3075,30,122,90,103,55,14,16,7,5,2,27,19,4,3,0,12,29,23,19,10,4.0,19,5,11,7,1,10
0672877N,15442,70,716,323,635,155,18,132,34,105,36,243,81,3,10,42,26,53,20,49,4,1.0,17,3,6,10,1,36
0622196A,7416,25,92,9,81,18,2,30,3,18,5,15,11,2,2,2,5,14,1,11,3,9.0,12,1,1,7,4,2
0220065B,34893,15,40,26,0,0,0,0,0,0,0,0,40,15,4,3,18,7,4,0,3,0.0,3,0,1,1,1,4
0680066C,8122,15,110,20,101,12,1,47,13,5,2,37,9,0,6,0,3,10,1,10,0,3.0,7,2,0,6,1,3
0590034S,6725,35,304,153,243,45,16,63,29,65,32,70,61,4,13,6,38,31,21,24,7,15.0,26,13,1,5,20,5
0772519V,14695,32,652,369,652,490,72,38,11,4,1,120,0,0,0,0,0,32,27,32,0,22.0,31,7,31,0,0,1
0681768C,8165,30,134,69,130,0,0,120,22,0,0,10,4,0,3,0,1,28,13,28,0,12.0,28,3,0,28,0,0
0120006S,2484,24,408,232,404,70,7,134,21,12,3,188,4,0,2,0,2,23,10,21,2,1.0,18,4,6,11,1,5
0133516B,28585,20,1402,758,1402,763,164,61,26,7,4,571,0,0,0,0,0,14,5,14,0,1.0,8,2,8,0,0,6
0590350K,26360,400,3851,1823,3851,3340,103,213,15,1,1,297,0,0,0,0,0,444,245,444,0,272.0,417,28,386,31,0,27
9720063L,22222,30,106,51,83,15,7,41,16,11,5,16,23,3,4,7,9,16,8,11,5,7.0,14,5,1,10,3,2
0541205S,6296,84,795,378,732,433,61,80,20,5,3,214,63,12,8,0,43,73,24,68,5,42.0,60,8,54,6,0,13
0950947N,11594,24,226,26,109,3,0,26,13,49,24,31,117,0,19,48,50,19,0,9,10,5.0,15,7,0,4,11,4
0750711R,14786,35,2221,1178,2221,170,51,789,341,621,338,641,0,0,0,0,0,34,15,33,0,3.0,22,14,6,2,14,12
0211033J,3207,48,1081,789,1081,948,109,7,0,3,1,123,0,0,0,0,0,48,39,48,0,4.0,48,3,48,0,0,0
0860028N,10581,23,183,117,176,7,1,52,16,47,18,70,7,0,0,5,2,18,13,16,0,2.0,11,1,1,4,6,7
0451037H,16025,8,78,7,78,5,0,5,0,45,19,23,0,0,0,0,0,8,1,8,0,0.0,6,2,0,0,6,2
0492433D,28892,5,97,40,94,58,4,16,4,4,1,16,3,1,0,0,2,5,2,4,1,0.0,5,1,4,1,0,0
0910727W,10882,35,804,592,804,95,28,264,104,133,60,312,0,0,0,0,0,31,27,31,0,7.0,27,10,1,18,8,4
0590214M,6833,32,286,18,240,7,0,37,19,110,49,86,46,4,6,13,23,19,0,13,6,9.0,16,8,0,4,12,3
0070071P,14271,15,104,66,81,5,0,25,5,24,11,27,23,0,7,5,11,9,8,6,3,0.0,6,4,1,2,3,3
0720010V,8683,24,207,65,194,18,4,51,13,86,22,39,13,1,3,3,6,16,3,13,3,7.0,15,2,3,2,10,1
0750691U,9108,30,780,31,780,16,3,77,27,461,235,226,0,0,0,0,0,25,0,25,0,6.0,12,7,1,2,9,13
9760182U,14963,35,1153,760,1153,116,73,414,269,286,150,337,0,0,0,0,0,35,23,35,0,5.0,33,19,5,15,13,2
0640251A,7743,95,1758,1185,1758,1189,187,93,17,3,2,473,0,0,0,0,0,94,63,94,0,5.0,67,15,65,2,0,27
0590119J,6785,48,1305,864,1305,1090,117,0,0,1,1,214,0,0,0,0,0,44,25,44,0,10.0,43,5,43,0,0,1
0762047M,28220,30,1893,1833,1893,659,68,35,8,0,0,1199,0,0,0,0,0,30,29,30,0,10.0,7,0,7,0,0,23
0130172S,20273,15,733,564,733,100,31,116,57,178,93,339,0,0,0,0,0,14,11,14,0,6.0,13,6,0,0,13,1
0951946Z,11658,56,557,128,546,177,31,205,84,0,0,164,11,3,0,0,8,55,16,53,1,13.0,41,12,19,22,0,14
0022185P,25213,15,172,145,172,27,5,38,6,18,7,89,0,0,0,0,0,14,12,14,0,1.0,5,2,3,1,1,9
0870864S,14904,24,366,250,278,80,15,78,17,19,3,101,88,18,19,6,45,18,14,7,11,2.0,8,0,3,4,1,10
0350937D,4751,300,1713,1286,1612,1202,263,91,33,29,13,290,101,16,7,2,76,304,206,258,46,79.0,205,52,181,20,4,99
0720916E,26879,5,31,26,8,5,1,0,0,0,0,3,23,6,0,0,17,3,2,1,2,1.0,0,0,0,0,0,3
0756053X,29695,30,83,62,67,46,10,8,2,3,1,10,16,6,0,4,6,7,5,6,1,6.0,5,2,5,0,0,2
0755976N,9346,128,3121,506,3121,2108,505,169,68,19,6,825,0,0,0,0,0,126,16,126,0,50.0,118,34,113,4,1,8
0511296G,6132,270,1134,772,881,620,183,49,17,27,8,185,253,43,17,17,176,253,159,183,68,48.0,162,65,130,16,16,91
0311383K,4154,763,1998,1162,1417,688,209,104,44,89,52,536,581,102,37,34,408,614,308,347,267,341.0,254,102,173,41,40,360
0420046X,5298,45,607,132,606,439,60,1,1,0,0,166,1,1,0,0,0,39,2,39,0,11.0,37,6,37,0,0,2
0720003M,17244,13,130,5,125,5,0,42,11,48,18,30,5,0,3,0,2,13,0,13,0,2.0,12,4,2,4,6,1
0300027S,12652,29,574,490,569,101,28,94,35,230,91,144,5,0,3,0,2,28,27,28,0,4.0,23,8,4,3,16,5
0383546Y,31043,573,3847,2791,3809,2802,516,315,104,66,34,626,38,6,5,2,25,568,398,546,21,148.0,481,115,395,65,21,87
0691860X,8490,200,2423,214,2341,1191,223,627,162,69,28,454,82,1,36,0,45,220,28,216,3,125.0,184,52,130,54,0,36
0782076H,29018,10,376,248,376,251,36,7,3,2,1,116,0,0,0,0,0,10,9,10,0,0.0,8,2,8,0,0,2
0801327H,25129,15,269,173,269,86,19,95,17,19,2,69,0,0,0,0,0,13,10,13,0,1.0,13,2,9,4,0,0
0590121L,6789,15,213,21,183,19,6,69,19,52,18,43,30,0,0,17,13,9,1,8,1,1.0,7,2,1,1,5,2
0623957P,7513,20,138,112,113,63,17,10,5,4,4,36,25,7,0,0,18,20,15,12,8,4.0,12,5,10,1,1,8
9740479C,26231,12,53,1,46,0,0,0,0,44,30,2,7,0,0,7,0,5,0,4,1,3.0,5,2,0,0,5,0
0640001D,24291,15,125,100,125,30,4,52,12,13,1,30,0,0,0,0,0,15,14,15,0,1.0,12,4,10,2,0,3
0490003M,5828,23,291,22,284,36,2,128,18,53,17,67,7,1,0,1,5,17,0,17,0,2.0,15,5,4,8,3,2
0811293R,33079,17,30,20,7,5,1,0,0,1,1,1,23,5,5,3,10,10,7,1,9,1.0,6,3,2,3,1,4
0592928M,6910,35,37,17,34,0,0,9,3,10,7,15,3,0,0,2,1,7,3,7,0,7.0,4,1,0,4,0,3
0490002L,31336,40,520,245,516,476,30,1,0,0,0,39,4,1,1,0,2,30,14,30,0,2.0,29,0,29,0,0,1
0040522W,2167,56,779,439,763,502,60,99,16,2,1,160,16,0,13,0,3,59,38,59,0,22.0,56,6,47,9,0,3
0330029C,22417,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,0,0,0.0,14,10,0,1,13,0
0410978R,5264,52,425,36,417,268,21,91,10,0,0,58,8,2,2,0,4,48,6,47,1,21.0,42,6,29,13,0,6
0941474S,11530,30,1713,775,1713,61,17,519,225,630,333,503,0,0,0,0,0,28,6,28,0,5.0,13,8,0,9,4,15
0590035T,6728,36,598,393,567,134,36,67,25,61,30,305,31,0,11,2,18,29,26,28,1,6.0,19,8,12,4,3,10
0840004Y,33213,24,708,511,692,138,35,135,54,176,93,243,16,0,8,0,8,22,13,21,1,2.0,19,6,6,7,6,3
0730858L,8810,60,883,535,883,646,106,99,28,15,6,123,0,0,0,0,0,57,30,57,0,16.0,50,10,48,2,0,7
0596162C,12465,150,1171,752,1171,1032,85,9,5,2,0,128,0,0,0,0,0,167,111,167,0,85.0,160,10,160,0,0,7
0311870P,25247,20,8787,7498,8787,1439,323,1498,460,1138,448,4712,0,0,0,0,0,18,16,17,0,0.0,8,3,3,4,1,10
0781944P,14318,25,93,37,71,44,8,5,0,3,2,19,22,1,1,0,20,7,3,5,2,5.0,1,0,1,0,0,6
0640251A,7747,50,287,141,264,190,28,9,1,0,0,65,23,9,2,0,12,46,14,39,7,38.0,32,6,31,1,0,14
0134017W,31233,30,780,550,450,332,49,15,8,4,2,99,330,108,24,9,189,25,20,13,12,8.0,18,1,18,0,0,7
0031125G,26649,70,884,811,884,188,11,66,3,3,0,627,0,0,0,0,0,70,70,70,0,17.0,5,1,3,2,0,65
0922276Z,14530,60,1282,576,1282,71,19,467,161,442,200,302,0,0,0,0,0,60,37,60,0,12.0,54,25,0,27,27,6
0910625K,10856,35,705,492,617,14,2,192,79,208,102,203,88,0,0,49,39,34,27,31,2,2.0,20,7,0,8,12,14
0791171U,10139,15,104,3,104,16,2,31,5,30,6,27,0,0,0,0,0,15,0,15,0,6.0,14,2,0,5,9,1
0492061Z,5964,35,1986,1386,1986,515,79,613,154,196,73,662,0,0,0,0,0,35,30,35,0,4.0,30,7,13,13,4,5
0912417H,28930,30,775,349,256,162,37,7,0,2,2,85,519,199,21,4,295,25,11,15,10,5.0,15,3,15,0,0,10
0750672Y,21735,12,1378,1104,1378,593,94,267,57,89,32,429,0,0,0,0,0,12,8,12,0,8.0,9,0,4,4,1,3
0594895A,23143,79,5318,4226,5318,1049,269,938,310,421,187,2910,0,0,0,0,0,79,68,79,0,0.0,44,13,25,11,8,35
0492191R,5869,56,1541,1405,1529,531,123,532,136,67,28,399,12,0,3,0,9,51,46,50,1,3.0,33,6,21,12,0,18
0910630R,13367,10,110,3,110,0,0,0,0,97,20,13,0,0,0,0,0,8,0,8,0,4.0,8,5,0,0,8,0
0542493S,6332,570,3689,2648,3660,2615,503,328,113,42,14,675,29,3,1,3,22,561,417,547,14,97.0,476,115,444,24,8,85
0783351U,31644,22,1993,1021,1993,1876,67,1,0,0,0,116,0,0,0,0,0,20,12,20,0,1.0,20,1,20,0,0,0
0541205S,6298,76,658,33,577,332,54,139,28,9,2,97,81,17,6,1,57,54,2,40,14,8.0,40,8,32,8,0,14
0580582T,6692,21,196,80,189,12,2,9,3,27,7,141,7,0,0,2,5,18,12,18,0,6.0,13,3,1,1,11,5
0383546Y,31945,5,289,98,285,128,21,15,9,1,0,141,4,0,0,0,4,3,1,3,0,0.0,1,0,1,0,0,2
0071126L,2342,28,262,109,235,23,4,88,19,77,20,47,27,2,5,8,12,32,13,24,8,10.0,24,7,4,9,11,8
9740002J,11891,35,611,324,611,57,28,250,138,173,127,131,0,0,0,0,0,34,14,34,0,4.0,25,17,1,11,13,9
0311384L,29853,150,3088,2282,3088,2378,422,91,36,15,8,604,0,0,0,0,0,147,106,147,0,9.0,146,26,146,0,0,1
0310155A,4092,120,93,60,54,36,2,6,1,1,1,11,39,8,3,0,28,5,3,4,1,4.0,4,1,3,0,1,1
0542208G,33108,24,552,418,547,138,38,130,39,95,45,184,5,2,0,0,3,17,13,15,2,3.0,11,2,6,3,2,6
0630984C,7592,24,195,86,195,29,9,56,13,69,25,41,0,0,0,0,0,26,10,26,0,10.0,22,9,4,7,11,4
0450855K,24128,80,361,311,282,188,45,17,6,19,10,58,79,20,10,9,40,73,61,46,27,10.0,47,13,33,6,8,26
0300064G,34546,20,5552,4692,5552,900,212,993,264,454,191,3205,0,0,0,0,0,20,18,20,0,0.0,6,0,3,1,2,14
0512070Y,23937,46,283,227,276,64,6,47,11,18,5,147,7,3,0,0,4,37,26,35,2,20.0,13,0,12,1,0,24
0631669X,7674,24,186,97,183,72,14,21,4,14,1,76,3,0,0,0,3,18,8,16,1,5.0,11,5,10,1,0,7
0290012F,19592,4,51,5,51,9,0,25,3,14,4,3,0,0,0,0,0,4,0,4,0,2.0,4,2,0,2,2,0
0440980B,5551,25,147,53,147,44,6,26,2,20,3,57,0,0,0,0,0,23,10,23,0,12.0,21,4,10,4,7,2
0710012C,8622,15,296,34,274,42,5,61,11,61,26,110,22,0,0,13,9,16,1,14,2,1.0,13,2,2,5,6,3
9741255W,17907,24,129,27,124,13,3,40,16,49,21,22,5,0,0,1,4,17,2,14,1,8.0,14,5,3,7,4,3
0750508V,25431,15,184,95,184,4,2,18,9,111,57,51,0,0,0,0,0,7,3,7,0,2.0,6,4,0,0,6,1
0360778A,4820,70,864,425,708,363,66,179,51,17,7,149,156,36,16,4,100,62,28,41,21,20.0,40,9,26,14,0,22
0762920L,33654,15,98,1,97,5,0,16,5,52,8,24,1,0,0,0,1,12,0,12,0,2.0,12,3,1,2,9,0
9730364H,15825,18,140,49,132,15,5,11,5,57,44,49,8,0,0,0,8,19,9,19,0,8.0,19,16,1,6,12,0
0680066C,8123,15,165,38,160,16,2,74,28,18,5,52,5,0,0,0,5,10,2,9,1,1.0,8,3,1,6,1,2
0690553B,8303,28,216,26,197,41,6,50,9,48,17,58,19,5,0,0,14,18,3,17,1,3.0,16,4,4,9,3,2
0673021V,21486,20,53,35,36,14,4,4,2,2,0,16,17,3,1,2,11,7,3,3,4,3.0,3,1,1,0,2,4
0660014G,7855,24,214,11,214,8,5,68,21,73,26,65,0,0,0,0,0,23,0,23,0,6.0,20,6,0,10,10,3
0692437Z,13899,36,160,111,155,105,30,9,2,3,3,38,5,2,0,0,3,35,26,32,3,8.0,24,10,23,1,0,11
0380033E,4929,24,456,18,456,15,4,133,26,206,82,102,0,0,0,0,0,19,0,19,0,0.0,17,9,0,7,10,2
0912409Z,27913,30,4510,3001,4510,3341,765,53,28,23,12,1093,0,0,0,0,0,26,14,26,0,0.0,23,2,23,0,0,3
0311177L,4106,30,418,33,368,72,12,105,27,68,27,123,50,0,12,6,32,28,2,22,6,8.0,17,2,2,8,7,11
0490970N,27724,360,3107,2354,3107,2416,400,221,45,42,14,428,0,0,0,0,0,363,269,363,0,149.0,341,63,333,8,0,22
0141555P,2902,36,301,270,276,27,8,87,15,93,25,69,25,0,6,8,11,28,26,23,5,1.0,19,6,2,8,9,9
0330203S,4330,9,153,78,153,153,10,0,0,0,0,0,0,0,0,0,0,9,4,9,0,2.0,9,2,9,0,0,0
0371395R,33260,15,43,26,38,2,0,6,0,15,3,15,5,0,1,3,1,1,1,1,0,0.0,1,1,0,0,1,0
0061478Z,2305,15,185,3,184,18,3,36,8,93,41,37,1,0,0,0,1,13,0,13,0,3.0,10,5,0,2,8,3
0690026D,31314,48,1793,892,1793,1547,87,1,1,1,1,244,0,0,0,0,0,44,26,44,0,6.0,42,7,42,0,0,2
0800009A,10156,48,424,298,397,315,56,3,1,2,0,77,27,11,0,1,15,31,20,30,1,5.0,30,8,30,0,0,1
9711032V,11761,15,133,76,121,41,14,22,10,2,1,56,12,2,4,0,6,15,8,13,2,4.0,7,3,2,5,0,8
